Statement,Label
"[""Raphael Warnocks camp was shut down for failing to report five findings of child abuse and neglect.""]",half-true
"[""Ted Budd voted to cut Medicare and Social Security and voted to raise the retirement age too.""]",half-true
"[""They were never my comments that a woman cant get pregnant from rape.""]",half-true
"[""Abraham Hamadeh says he will lock up doctors nurses pharmacists and punish women for abortion.""]",half-true
"[""Marco Rubio le ha votado en contra a los Dreamers.""]",half-true
"[""Deidre DeJear refused to stand for police.""]",half-true
"[""Pennsylvania drop boxes were preloaded with ballots.""]",half-true
"[""Kids are resistant to COVID as opposed to older people.""]",half-true
"[""A Phoenix TV station aired the election results more than a week early.""]",half-true
"[""Adam Laxalt is antiDACA and fought against the protections for DACA recipients when he was attorney general.""]",half-true
"[""New York state is outpacing the rest of the country because shootings in New York are down 10 and across the country the drop is only 2.""]",half-true
"[""Boston University CREATES a new COVID strain that has an 80 kill rate.""]",half-true
"[""A dog endured unimaginable pain and suffering during heart research experiments just one of 300 killed in Dr. Mehmet Ozs lab.""]",half-true
"[""Abraham Hamadeh misled about his legal experience.""]",half-true
"[""Over the past 5 years natural gas costs have gone up over 200 in the United States.""]",half-true
"[""Abigail Spanberger supported nearly $1 billion in stimulus checks for prisoners including domestic terrorists.""]",half-true
"[""The Biden administration has created more than double the number of jobs per month on average than any other administration going back to George H.W."", ""Bush.""]",half-true
"[""Tim Ryan when he ran for president two years ago  supported banning fracking both on public lands and generally speaking.""]",half-true
"[""U.S. Sen. Marco Rubio has denied climate change.""]",half-true
"[""Adam Laxalt would let Nevada and other states ban abortion with zero exceptions.""]",half-true
"[""Says Mandela Barnes supported a 20 increase in the gas tax.""]",half-true
"[""Val Demings voted to allow transgender youth sports and teaching radical gender identity without parental consent.""]",half-true
"[""Iowans are paying $5000 extra for everyday goods under Biden and Axnes inflation.""]",half-true
"[""In 2016 Democrats suggested that the election was stolen.""]",half-true
"[""Ted Budd helped write legislation to outlaw abortion nationwide with no exceptions for rape or incest  a law that could even put doctors in jail.""]",half-true
"[""Tim Ryan said I do love Nancy Pelosi and votes with Joe Biden and Pelosi 100.""]",half-true
"[""Marthas Vineyard declared itself as a sanctuary city until the buses arrived.""]",half-true
"[""Jen Kiggans campaign confirmed today that she would support a national abortion ban.""]",half-true
"[""Mandela Barneswants to release 50 of the prison population when 68 is classified as violent offenders.""]",half-true
"[""This year its going to be over $1.5 trillion that weve reduced the debt.""]",half-true
"[""I had zero emails that were classified.""]",half-true
"[""The child tax credit passed under President Joe Biden has helped 97 of the families with children who are living in poverty.""]",half-true
"[""Joe Biden and Raphael Warnock are spending $1.5 billion on urban forestry and raising taxes on those making under $200k to pay for it.""]",half-true
"[""Sixtyfour members of Congress  Republicans and Democrats  have broken a law to stop insider stock trading yet Washington refuses to do anything about it.""]",half-true
"[""The Earth just started spinning faster than ever before and scientists are gravely concerned.""]",half-true
"[""Harvard is sitting on top of a $54 billion hedge fund they call an endowment that they pay zero taxes on."", ""Yale has $31 Billion."", ""Stanford $29 Billion."", ""Princeton $26 Billion.""]",half-true
"[""The nonpartisan Congressional Budget Office says with the supersized staff the IRS audit rate would rise for ALL taxpayers regardless of income and would even result in audits of innocent Americans who have paid their taxes and dont owe the IRS anything.""]",half-true
"[""Sarasota Florida teachers told they cannot purchase books accept donated reading materials order from Scholastic or hold book fairs.""]",half-true
"[""Adjusted for inflation over the last 25 years teachers have made a $29 increase in their salary.""]",half-true
"[""We are number one in the country as far as our spending COVID19 relief money on businesses as it relates to the percentage of federal funds that we receive.""]",half-true
"[""Adam Laxalt fought an investigation into the oil industry then they funded his campaign.""]",half-true
"[""About a federal hospital price transparency requirement Nobodys enforcing that law.""]",half-true
"[""A Democratic bill negotiated between Sens."", ""Joe Manchin and Chuck Schumer would increase taxes on millions of Americans across every income bracket.""]",half-true
"[""Karrin Taylor Robson gave illegals tuition discounts and made us pay for it.""]",half-true
"[""Weve cut the deficit by a record $1.5 trillion this year.""]",half-true
"[""Raphael Warnock and Catherine Cortez Masto voted to allow hundreds of millions of dollars of COVID relief funds to be squandered on leisure projects.""]",half-true
"[""Thanks to failed Dem policies beer is 9.1 more expensive.""]",half-true
"[""Mehmet Oz wants to make abortion a crime in Pennsylvania.""]",half-true
"[""The RNC is a $200 million economic infusion into our communities.""]",half-true
"[""J.D."", ""Vance wants to defund law enforcement.""]",half-true
"[""Says U.S. Sen. Ron Johnson his prospective opponent has received $1.2 million from the gun lobby.""]",half-true
"[""The majority of citizens in the country will have no change at all because  most of the population resides in states that have already protected abortion rights.""]",half-true
"[""Adam Laxalt supports eliminating Nevadas protections for legal abortions.""]",half-true
"[""In every other major industrial country in the world  inflation is higher.""]",half-true
"[""$3 million per day in your tax dollars are being spent to guard unused border wall materials.""]",half-true
"[""Blake Masters unironically quoted a Nazi called World War II an unjust war called the Unabomber one of his intellectual influencers and shared an article attacking Israel as the North Korea of the Middle East.""]",half-true
"[""Nearly 60 of all student loan debt is held by the rich and uppermiddle class so forgiveness would give the wealthy a financial windfall but not really help lowincome people.""]",half-true
"[""U.S. Orders MILLIONS Of Smallpox Vaccines Amid Global Monkeypox Outbreak.""]",half-true
"[""With the $53 billion spent in Ukraine aid the U.S. could pay five SWAT members $80000 each and have them at EVERY school front door.""]",half-true
"[""In 2013 under a Democratic Senate a majority of the Senate voted in favor of gunrelated legislation sponsored by Republican Sens."", ""Chuck Grassley and Ted Cruz but the Democrats filibustered it.""]",half-true
"[""Zack Nunn saved over 2000 Americans abandoned in Afghanistan by leading private rescue missions.""]",half-true
"[""Lee Zeldin voted for Cuomos Billion Dollar Tax hike and every Cuomo budget.""]",half-true
"[""Studies show plastics can help combat climate change.""]",half-true
"[""Cheri Beasley vacated a mans death sentence and threw out the indictment in a child assault case.""]",half-true
"[""J.D."", ""Vance profits off Russia propaganda.""]",half-true
"[""Indiana woman charged for mail in voter fraud delivered 400 ballots with Democrat box prechecked.""]",half-true
"[""Due to the baby formula shortage Tricare will now pay to have it shipped directly to you.""]",half-true
"[""Kathy Barnette pretends shes America First but repeatedly attacked President Trump.""]",half-true
"[""Title 42 has fueled the border crisis."", ""In 2019 7 percent of illegal border crossings were repeated crossings."", ""Today the rate is 27 percent.""]",half-true
"[""It costs more to live in many Florida cities than New York City.""]",half-true
"[""Were one of the seven nations in the world that allow abortion on demand at 20 weeks.""]",half-true
"[""My Treasury Department is planning to pay down the national debt this quarter which never happened under my predecessor.""]",half-true
"[""Says Gov."", ""Tony Evers wanted to increase your taxes by $1 billion just for heating your homes."", ""Instead Republicans cut your taxes by more than $2 billion.""]",half-true
"[""Ron Johnson pushed through a special tax loophole that benefited his own familys business  Then he cashed out of the company for $5 million  he has doubled his wealth since taking office.""]",half-true
"[""Most Americans favor keeping Title 42 in place.""]",half-true
"[""For four years I was a full professor at the University of Pennsylvania.""]",half-true
"[""J.D."", ""Vance called for higher taxes.""]",half-true
"[""Joe Bidens spending has sent prices skyrocketing.""]",half-true
"[""Theyre going to be giving these people who come across the border giving them smartphones.""]",half-true
"[""Cities in notoriously tough on crime states like Texas and Florida saw a more significant increase in violent crime than cities in NYS.""]",half-true
"[""Joe Biden is giving smartphones away to illegal border crossers.""]",half-true
"[""Mike Lee advised Trumps legal challenges to overturn our election and was one of only two senators who was in on the scheme.""]",half-true
"[""The price of insulin has been jacked up by Big Drug Corporations.""]",half-true
"[""Gov."", ""Kathy Hochuls record includes firing 34000 health care workers.""]",half-true
"[""In cutting greenhouse gas emissions the United States is the leader in the world by far.""]",half-true
"[""Says Gov."", ""Tony Evers tried to make us pay even more at the pump by hiking the gas tax.""]",half-true
"[""Gas prices have been going up since the presidents first day in office starting with his move to shut down the Keystone XL pipeline.""]",half-true
"[""JUST IN The Vatican has invited Chelsea Clinton Dr. Fauci New Age figure Deepak Chopra and the CEOs of Moderna and Pfizer to speak at a May conference focusing on health and the soul.""]",half-true
"[""Amy Coney Barrett overturned a $6.7M verdict after a prison guard repeatedly raped a 19yearold inmate who was 8 months pregnant.""]",half-true
"[""The United Nations sent out an email instructing staff not to use the words invasion or war when referring to Ukraine.""]",half-true
"[""Judge Ketanji Brown Jackson called former President George W. Bush and former Defense Secretary Donald Rumsfeld as war criminals in a legal filing.""]",half-true
"[""Photo shows a Home Depot worksheet on privilege used to train its employees.""]",half-true
"[""Gov."", ""Tony Evers brought Republicans and Democrats together to cut income taxes for the middle class.""]",half-true
"[""Wladimir Klitschko has auctioned off his 1996 Atlanta Olympic Games gold medal to raise money for the children of Ukraine.""]",half-true
"[""The Manhattan DA is actually proposing to downgrade armed robbery to a misdemeanor and to stop prosecuting resisting arrest.""]",half-true
"[""California has instituted a bacon ban.""]",half-true
"[""Says President Joe Biden is trying to send taxpayer dollars to manufacturers overseas that do not abide by the same carbon emission standards we do at home.""]",half-true
"[""More white legacy students get admitted to top universities than Black  Latinx students admitted through affirmative action.""]",half-true
"[""Joe Bidens sanctions on Russia are riddled with loopholes and dont even start for 30 days."", ""They have carve outs for the energy and financial sectors.""]",half-true
"[""There are now zero students staff or anyone related to the school system in Union County hospitalized with COVID19 despite harsh criticism of school COVID policy.""]",half-true
"[""Our economy created over 6.5 million new jobs just last year more jobs in one year than ever before in the history of the United States of America.""]",half-true
"[""The Keystone XL pipeline would have produced 830000 barrels of oil per day more than enough to offset what we import from Russia.""]",half-true
"[""Photos show Ukrainian Christians pray outdoors in the snow for their country in this phase of war danger.""]",half-true
"[""Virginia is one of only a handful of states that actually taxes our veterans retirement.""]",half-true
"[""Says he led the fight to add 200 new police officers to make the City of Milwaukee safer.""]",half-true
"[""48Hour waiting periods limit crimes of passion and keep our communities safe.""]",half-true
"[""Republican state Sens."", ""Paul Newton and Warren Daniel refused to even give testimony in North Carolinas latest redistricting case.""]",half-true
"[""A molecule found in a Himalayan fungus kills cancer cells with 40 times potency.""]",half-true
"[""One in 13 Black Americans are deprived of the right to vote.""]",half-true
"[""Greg Casar passed paid sick leave.""]",half-true
"[""Eric Schmitt sponsored a bill to spend $480 million of your tax dollars on cargo hub for airlines owned by Chinas Communist Party and voted to let China buy up Missouri farmland.""]",half-true
"[""Binding masks to your face with gauze and wrapping pantyhose around your face and mask are now suggestions to make your mask more effective.""]",half-true
"[""In 2021 65 people in Milwaukee have lost their lives due to reckless driving accidents and more than 9000 cars have been stolen double the amount in 2020.""]",half-true
"[""In Texas because of the laws they passed a 95yearold World War II veteran is being denied the right to vote by mail because he cant produce a registration number he got back in the 1950s.""]",half-true
"[""Joe Bidens $4 trillion Build Back Better bill is the largest expansion of welfare programs in 60 years.""]",half-true
"[""Joe Biden holds the alltime record for the most money received from Pharma while in Congress $8550422.""]",half-true
"[""From 1917 to 1994 half of the bills that were successfully filibustered in the Senate were civil rights legislation.""]",half-true
"[""Virginias education standards for math and reading are now the lowest in the nation.""]",half-true
"[""India has nearly 1.4 billion citizens."", ""Nearly 800 million of them live in extreme poverty  less than $1.90 per day."", ""Yet EVERY singly sic Indian citizen is required to have a valid form of ID to vote in national elections.""]",half-true
"[""Fully vaccinated Australians in hospital for COVID19 surpass unvaccinated""]",half-true
"[""In the 2020 election President Trump voted from behind the desk in the White House in Florida.""]",half-true
"[""When I became mayor of the City of Richmond in 2004 the crime rate was at its highest."", ""When I left in 2008 it was at its lowest.""]",half-true
"[""Corporate profit margins are at their highest point in 70 years."", ""Theyre overcharging us for gas medicine and groceries and pocketing the difference.""]",half-true
"[""Most Americans on minimum wage earn less than a Dickensian allegory for destitution.""]",half-true
"[""The push for highspeed internet for rural areas from the start was a Democratic thing.""]",half-true
"[""More people aged 1845 died of Fentanyl overdoses in 2020 than covid car accidents cancer  suicide combined.""]",half-true
"[""Chuck Grassley was voting to slash Medicare when voting against the debt ceiling bill.""]",half-true
"[""Says Joe Biden shut down travel from 8 countries in response to the Omicron variant but he refuses to require a COVID19 test for illegal immigrants crossing our Southern border.""]",half-true
"[""The United States had 589 coalfired plants 10 years ago and were down to 504."", ""We are the only nation that has reduced our reliance on coal energy.""]",half-true
"[""The Build Back Better Act includes $34.5 billion in cuts for charity care funding to hospitals.""]",half-true
"[""An independent analysis shows that payments for cancer care will be slashed by close to 45 causing cancer clinics to close and massively raising your healthcare costs.""]",half-true
"[""A chart shows China and India are leading in per capita carbon dioxide emissions.""]",half-true
"[""39 out of 42 countries in Europe have more restrictive abortion laws than Mississippi.""]",half-true
"[""U.S. households are on track to spend $19 billion more on energy by 2030.""]",half-true
"[""Spike protein goes to nucleus and impairs DNA repair.""]",half-true
"[""Ashley Hinsons and Mariannette MillerMeeks no votes on the infrastructure bill are denying rural Iowa broadband internet.""]",half-true
"[""Timothy Simpkins a Black teen shooter got 1 day in jail and $75000 bail while Kyle Rittenhouse a white teen got 2 months in jail and $2 million bail."", ""I think its pretty evident ... that white privilege is a myth.""]",half-true
"[""Over a million people apprehended at the border this year meaning probably another 2 or 3 million have come in illegally.""]",half-true
"[""Says President Joe Biden is in talks to pay illegal immigrants $450000.""]",half-true
"[""The Biden administration inherited gains of 50000 jobs a month."", ""Were now finally back to 500000 jobs a month."", ""We inherited a country where 4000 people a day were dying from Covid."", ""Thats now down 75.""]",half-true
"[""Atheists are prohibited from holding office in 8 states.""]",half-true
"[""Photos show Manila Bay before and during Rodrigo Dutertes administration.""]",half-true
"[""The nation reported adding 194000 jobs in September and Florida accounted for 84500.""]",half-true
"[""Gas prices were WAY higher in 2008 under REPUBLICAN president George W. Bush.""]",half-true
"[""Weve created more jobs in the first eight months of my administration than any president in American history  total number of jobs created.""]",half-true
"[""Virginia has the lowest standards for math and reading of all 50 states.""]",half-true
"[""COVID19 surges among most vaxxed communities says Harvard study.""]",half-true
"[""People who are vaccinated for the coronavirus cannot spread it to you.""]",half-true
"[""Roe was the end of women dying from abortions.""]",half-true
"[""Paris police beat a woman for shopping at a mall with no vaccine passport.""]",half-true
"[""Raising the debt limit is usually a bipartisan undertaking.""]",half-true
"[""We became a net exporter of natural gas in 2017 and until recently our exports have exceeded our imports.""]",half-true
"[""The pharmaceutical industry has 1400 lobbyists on Capitol Hill right now trying to stop Medicare drug price negotiation.""]",half-true
"[""Says the U.S. National Archives put a harmful content warning on our nations Founding documents.""]",half-true
"[""The NAACP wants the Confederate Memorial Carving sandblasted off Stone Mountain.""]",half-true
"[""Says Joe Biden said If Haiti just quietly sunk into the Caribbean or rose up 300 feet it wouldnt matter a whole lot in terms of our interests.""]",half-true
"[""As a result of the massive decline in natural gas prices were saving 11000 lives per year in the U.S.""]",half-true
"[""Time and again Glenn Youngkin has made it clear He would ban abortion as governor.""]",half-true
"[""West Virginia University just came out with a study that showed that there will be almost 20000 jobs created in clean energy in West Virginia if President Joe Bidens agenda is passed.""]",half-true
"[""President Biden has created more jobs in his first 7 months than any POTUS in history.""]",half-true
"[""The United States spent 2 trillion dollars to train and equip the Afghan military over the past 20 years."", ""They fell in a week.""]",half-true
"[""Says U.S. left 33 Black Hawks to the Taliban which has more than 85 of all countries.""]",half-true
"[""Says a new Apple update will scan U.S iPhones for images.""]",half-true
"[""It is a result of the $300 per month that working parents are now receiving for their young children that we have reduced childhood poverty in the United States by 50.""]",half-true
"[""Polling center tells some Republicans they already voted in the California recall election.""]",half-true
"[""California is moving folks out of encampments into safe housing and getting them the mental health services they need.""]",half-true
"[""The frequency of hurricanes making landfall in the continental U.S. has declined slightly since 1900...There arent more powerful hurricanes either.""]",half-true
"[""Texas ranks 50th in baby wellness checks ranks 50th in clinical care for infants ranks 50th in uninsured women ranks 43rd in maternal mortality ranks 44th in school funding per child and ranks 46th in child hunger.""]",half-true
"[""Near Morgantown WV a Moderna shipment truck crashed hazmat dispatched airspace shut down and now apparently Emergency Response is claiming the Department of Defense took it over.""]",half-true
"[""New Israeli study finds fully vaccinated people are at greater risk of hospitalization and 13 times more likely to catch COVID19 than those who have recovered and have natural immunity.""]",half-true
"[""There has been no question of our credibility from our allies around the world regarding how the U.S. is withdrawing from Afghanistan.""]",half-true
"[""Washington public school forces unvaccinated teens to wear ankle monitors as a condition of playing team sports.""]",half-true
"[""Twitter has suspended the account of Afghanistans elected President and have allowed the Taliban to keep their accounts.""]",half-true
"[""The U.S. is now importing 800000 barrels of oil from Russia but that could have been prevented if the Keystone XL pipeline hadnt been cancelled.""]",half-true
"[""We had already issued several thousand Special Immigrant Visas .. to the Afghan translators when I came into office.""]",half-true
"[""Solar panel farms cause hundreds and thousands of birds to hit that magnified sun explode in flame ..."", ""This is going to bring the nation down.""]",half-true
"[""Donald Trump in 2020 said he trusted the Taliban and then set in motion an even earlier exit from Afghanistan.""]",half-true
"[""Mayo Clinic study shows Pfizer vaccine dropped to 42 effective.""]",half-true
"[""Its not unusual for hospitals to sit at max or near max capacity on any given day.""]",half-true
"[""We are not having replacement birth rates."", ""We have had more people leaving the state than coming in over the last 30 years.""]",half-true
"[""I will need to show proof to do anything indoors in New York City but not when I vote""]",half-true
"[""Sweden had few COVID deaths in July despite low vaccination rates relaxed lockdown rules and low mask compliance.""]",half-true
"[""Says he worked to pass the 2018 farm bill that helped farmers invested in rural broadband and added work requirements for ablebodied adults Budd voted NO.""]",half-true
"[""Lumber prices can be tied to the Trump administrations actions.""]",half-true
"[""Youre not going to get COVID if you have these vaccinations.""]",half-true
"[""Over 75 of North Carolina supports medical marijuana.""]",half-true
"[""We have now created over 3 million jobs since I took office more jobs than have ever been created in the first five months of any presidency in modern history.""]",half-true
"[""Wisconsin is 49th in public health spending.""]",half-true
"[""Four pharmaceutical companies have questionable track records that suggest their COVID19 vaccines arent safe.""]",half-true
"[""Three white former police officers were sentenced to less prison time  combined  for killing three Black people than a Black man was for selling marijuana.""]",half-true
"[""President Trumps net gain while in office $0 Nancy Pelosis net gain while in office $191 million.""]",half-true
"[""40 of jobs in this country pay less than the average unemployment check of $750week.""]",half-true
"[""The national debt is now bigger than our economy."", ""That hasnt happened since World War Two  and were in peacetime."", ""Joe Biden is digging a hole America can never fill.""]",half-true
"[""Were not even remotely close to a point to say that were at rising inflation.""]",half-true
"[""Japan has banned all Black Lives Matter apparel from the Olympics."", ""No one can kneel or raise fists during the anthems either.""]",half-true
"[""It was the left that finally made Juneteenth a national holiday.""]",half-true
"[""That meth  its almost all coming across the southern border and its been accelerating for the last six months.""]",half-true
"[""During the pandemic Ive been in D.C. voting regularly.""]",half-true
"[""Says Austinshould be putting more police on the streets."", ""Why are we going the other wayAustinleaders are sayingOh lets reimagine policeby getting rid of them."", ""What do you have You have a doubling of murder in Austin Texas.""]",half-true
"[""Says North Carolina moved from among the worst business rankings in the country to the top 10.""]",half-true
"[""Right to Work states have faster private sector employment growth""]",half-true
"[""The filibuster if it does not get reformed still means that maybe 30 of the population potentially controls the majority of Senate seats.""]",half-true
"[""Lumber gas wheat coal and corn cost more in April 2021 in Joe Bidens America than they did a year earlier.""]",half-true
"[""A Republican bill in Michigan would make it a crime for election officials  to share information about how to vote by mail and where to find a ballot drop box.""]",half-true
"[""A video shows Dems caught not wearing masks at the White House.""]",half-true
"[""Since 2010 student debt has increased by 102 and real wages have fallen by over 8.""]",half-true
"[""Says 75 of thirdgraders in this years class are not reading at a third grade level and for those who dont catch up theres an 80 chance that you will not graduate.""]",half-true
"[""The research showed  that confidence overall in the vaccines increased after the pause to review the safety of Johnson  Johnsons coronavirus vaccine.""]",half-true
"[""After California taxes Trey Lances $34.1M rookie deal becomes just $16M.""]",half-true
"[""Montana is canceling unemployment because of a workforce shortage.""]",half-true
"[""Theres no strings attached to that money that wed be getting as an incentive to expand Medicaid.""]",half-true
"[""11.6 million people watched Bidens first presidential address to Congress while far larger audiences watched Donald Trumps speeches.""]",half-true
"[""Corporate income has increased as a share of gross domestic product.""]",half-true
"[""Only 6 of the $2.1 trillion infrastructure bill contains funding for roads  bridges.""]",half-true
"[""A new state agreement with Foxconn will save Wisconsin taxpayers $2.77 billion.""]",half-true
"[""One of Joe Bidens first acts in office was sending an immigration bill to Congress to grant mass amnesty to illegal immigrants.""]",half-true
"[""Says his administrations efforts have led to more school reopenings.""]",half-true
"[""Children ages 5 to 9 are not affected by the coronavirus.""]",half-true
"[""We have 23 of all the lead pipe leads in America in the Chicagoland area.""]",half-true
"[""Kids in cages in border facilities are at 700 capacity.""]",half-true
"[""In fact the data coming in from some states that have legalized marijuana is that they actually see a decrease in use over time particularly among young people.""]",half-true
"[""Kids at the border 2600 highest number Trump 12000 currently under Biden.""]",half-true
"[""Colorado requires photo ID to vote in person requires signature verification for mailin ballots which Georgia got rid of and prevents campaign workers from giving food water to voters within 100 feet if theyre wearing campaign apparel.""]",half-true
"[""Over the past decade drug prices have risen at three times the rate of inflation.""]",half-true
"[""The proposal by President Joe Biden would put the U.S. No."", ""2 in the world for the highest corporate tax rate.""]",half-true
"[""H.R."", ""1 mandates practices nationwide that include ballot harvesting universal mailin voting and sameday registration.""]",half-true
"[""Two out of our last three governors in Virginia were investigated by the FBI."", ""One went to jail and one is running for office again in this election.""]",half-true
"[""It took the Legislature nearly 300 days to act on a COVID19 bill during this pandemic.""]",half-true
"[""Says Deborah Birx traveled a great distance to see her family for Thanksgiving only to have them call the police and turn her in."", ""She then ... resigned.""]",half-true
"[""Minority farmers get big bonus white ones get none because of Democrats.""]",half-true
"[""Judge Jeff Davis spent years defending a convicted cop killer and tried to get him off the hook.""]",half-true
"[""Nike and Lil Nas X are launching demonic shoes containing human blood.""]",half-true
"[""We began seeing the increase in unaccompanied minors going back to last April 2020."", ""This is not something that happened as a result of Joe Biden becoming president.""]",half-true
"[""The Democratic clean energy plan is proChina because 90 of the solar panels 80 of the wind machines 90 of the rare earth minerals  are in Asia or in China.""]",half-true
"[""Sorry Dr Fauci and other fearmongers new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.""]",half-true
"[""In 2004 George W. Bush lifted the ban on those AR15 type rifles and since then the number of massacres has increased 183."", ""During the ban there were 12 incidents."", ""Since he lifted the ban there were 34 incidents.""]",half-true
"[""Illegal border crossings are up 173 from 1 year ago and 28 since January when President Biden stopped the wall  deportations and started catch  release.""]",half-true
"[""The border surge is challenging because the immigration system that had been in place for decades was dismantled in its entirety by the Trump administration.""]",half-true
"[""Last week the Colorado Supreme Court declared that Boulders AR15 ban was unconstitutional."", ""Today there was a mass shooting in Boulder.""]",half-true
"[""The American Rescue Plan Act does not include checks and balances on how funds for state and local governments can be spent.""]",half-true
"[""We have reached our goal to clear the backlog of unemployment claims.""]",half-true
"[""Wisconsin is one of only nine states in the nation in which 17 yearolds are automatically treated as adults in the criminal justice system.""]",half-true
"[""The Republican tax bill passed in 2017 gave 83 of the benefits to the top 1.""]",half-true
"[""Says the Biden administration is canceling immigration detainers and requiring our law enforcement leaders to release serious criminal offenders.""]",half-true
"[""Californias COVID19 death rate has remained one of the lowest per capita in the nation 134 deaths per 100000 compared to 158 nationally 153 in Texas and 247 in New York.""]",half-true
"[""Says his amendment on a budget bill would have helped get kids back in school after teachers were vaccinated."", ""Every single Senate Democrat voted against it.""]",half-true
"[""In rejecting his amendment Democrats voted to send reopening money to schools that refuse to reopen.""]",half-true
"[""Says Gov."", ""Andrew Cuomo issued a legal blanket immunity and snuck that into our budget giving these facilities essentially a license to kill a getoutofjail free card.""]",half-true
"[""Youth usage of marijuana has actually gone down in states that have fully legalized.""]",half-true
"[""Votingrights legislation proposed by Democrats in Congress called H.R."", ""1 would force states to restore the voting rights of convicted felonsincluding violent felons convicted of murder or rape.""]",half-true
"[""Says the American Civil Liberties Union opposes H.R."", ""1 on grounds that it threatens our freedom of speech.""]",half-true
"[""Theres about 9 of the American Rescue Plan actually going to COVID meaning 91 of it is not even COVIDrelated.""]",half-true
"[""I have never sued a nun  any nuns.""]",half-true
"[""For the month of February Illinois has been the vaccination leader among the 10 most populous states in the country.""]",half-true
"[""On average 17 of a familys income goes towards child care in Wisconsin.""]",half-true
"[""Theres over a trillion dollars of money unspent from previous coronavirus relief bills ... still sitting in a bank account.""]",half-true
"[""The vast majority of the American people support Bidens $1.9 trillion rescue plan including a majority of Republicans.""]",half-true
"[""A Texas energy company billed a customer more than $200000.""]",half-true
"[""President Joe Bidens day one approach to immigration included blanket amnesty and halting border wall construction.""]",half-true
"[""Pritzkers Hierarchy of Vaccine Priorities puts prisoners politicians and college students ahead of individuals with highrisk health factors and everyone else.""]",half-true
"[""The committee that advises GovEvers and his department tasked with leading during this pandemic is recommending allowing prisoners to receive the vaccine before 65 year old grandma""]",half-true
