Tokenized Statement,Label
"['A', 'video', 'shows', 'Sen.', 'John', 'Kennedy', 'RLa', '.', 'playing', 'a', 'phone', 'conversation', 'between', 'Rep.', 'Alexandria', 'OcasioCortez', 'DN.Y.', 'and', 'Hunter', 'Biden', '.']",pantsfire
"['Congress', 'White', 'House', 'IRS', 'Feds', 'Federal', 'Reserve', 'are', 'shut', 'down', '.']",pantsfire
"['Manhattan', 'District', 'Attorney', 'Alvin', 'Bragg', 'has', 'been', 'arrested', '.']",pantsfire
"['Video', 'proves', 'John', 'F.', 'Kennedy', 'Jr.', 'is', 'alive', '.']",pantsfire
"['Video', 'shows', 'John', 'F.', 'Kennedy', 'Jr.', 'in', 'a', 'real', 'presidential', 'convoy', '.']",pantsfire
"['The', 'person', 'purporting', 'to', 'be', 'Tiffany', 'Dover', 'is', 'an', 'impostor', '.']",pantsfire
"['HIV', 'is', 'not', 'contagious', '.']",pantsfire
"['El', 'presidente', 'Joe', 'Biden', 'dijo', 'estamos', 'quebrados', 'completamente', 'quebrados', '.', 'Agarren', 'su', 'dinero', 'del', 'banco', 'squenlo', 'squenlo', 'ya', '.']",pantsfire
"['Video', 'shows', 'U.S.', 'Rep.', 'Jim', 'Jordan', 'slapping', 'special', 'counsel', 'Robert', 'Mueller', '.']",pantsfire
"['FEMA', 'camps', 'are', 'open', 'for', 'the', 'upcoming', 'arrests', 'for', 'crimes', 'against', 'humanity', '.']",pantsfire
"['Elon', 'Musk', 'said', 'a', 'new', 'Tesla', 'feature', 'can', 'scan', 'testicles', 'and', 'use', 'that', 'information', 'to', 'biometrically', 'unlock', 'and', 'start', 'the', 'car', '.']",pantsfire
"['Hillary', 'Clinton', 'indicted', '.']",pantsfire
"['Pouring', 'soda', 'on', 'raw', 'pork', 'will', 'cause', 'parasites', 'to', 'emerge', '.']",pantsfire
"['A', 'video', 'shows', 'Florida', 'Gov.', 'Ron', 'DeSantis', 'saying', 'Now', 'Trumps', 'been', 'indicted', 'now', 'the', 'people', 'will', 'have', 'no', 'choice', 'but', 'to', 'accept', 'me', 'as', 'their', 'assigned', 'candidate', '.']",pantsfire
"['A', 'doctor', 'tweeted', 'that', 'she', 'does', 'nt', 'regret', 'giving', 'the', 'COVID19', 'vaccine', 'even', 'if', 'it', 'turns', 'out', 'I', 'injected', 'you', 'with', 'actual', 'poison', 'and', 'you', 'only', 'have', 'days', 'to', 'live', '.']",pantsfire
"['Regarding', 'Trumps', 'January', '2021', 'telephone', 'call', 'with', 'Georgia', 'election', 'officials', 'nobody', 'found', 'anything', 'wrong', 'with', 'that', 'perfect', 'call', 'until', 'a', 'book', 'promotion', 'tour', 'many', 'months', 'later', '.']",pantsfire
"['Video', 'shows', 'a', 'crowd', 'erupting', 'and', 'Hillary', 'Clinton', 'crying', 'during', 'a', 'committee', 'hearing', '.']",pantsfire
"['Video', 'shows', 'Homeland', 'Security', 'Secretary', 'Alejandro', 'Mayorkas', 'crying', 'after', 'a', 'question', 'from', 'an', 'aide', 'to', 'former', 'President', 'Donald', 'Trump', '.']",pantsfire
"['White', 'House', 'Press', 'Secretary', 'Karine', 'JeanPierre', 'was', 'involved', 'in', 'a', 'coveredup', 'DUI', 'accident']",pantsfire
"['Joe', 'Biden', 'received', 'a', 'military', 'funeral', 'service', 'Jan.', '20', '2021']",pantsfire
"['Videos', 'show', 'former', 'Secretary', 'of', 'State', 'Hillary', 'Clinton', 'discussing', 'a', 'glass', 'dome', 'over', 'Earth', '.']",pantsfire
"['U.S.', 'Rep.', 'Jim', 'Jordan', 'ROhio', 'sends', 'Biden', 'straight', 'to', 'jail', '.']",pantsfire
"['Former', 'President', 'Donald', 'Trump', 'is', 'actually', 'another', 'man', 'wearing', 'a', 'Trump', 'mask', '.']",pantsfire
"['Morgan', 'Freeman', 'called', 'out', 'Joe', 'Biden', 'for', 'talking', 'about', 'ice', 'cream', 'before', 'commenting', 'on', 'the', 'Nashville', 'Tennessee', 'school', 'shooting', '.']",pantsfire
"['Rep.', 'Alexandria', 'OcasioCortez', 'DN.Y.', 'is', 'now', 'worth', '$', '29', 'million', 'dollars', '.']",pantsfire
"['The', 'Nashville', 'shooter', 'was', 'wearing', 'different', 'pairs', 'of', 'shoes', 'before', 'and', 'after', 'being', 'killed', '.']",pantsfire
"['Video', 'shows', 'Florida', 'Gov.', 'Ron', 'DeSantis', 'saying', 'he', 'made', 'certain', 'political', 'choices', 'because', 'that', 's', 'where', 'the', 'money', 'is', '.']",pantsfire
"['A', 'photo', 'shows', 'former', 'President', 'Barack', 'Obamas', 'old', 'boyfriend', 'to', 'whom', 'he', 'paid', 'hush', 'money', '.']",pantsfire
"['At', 'a', 'Wisconsin', 'school', 'a', '12yearold', 'girl', 'was', 'transitioned', 'into', 'a', 'boy', 'by', 'school', 'officials', 'without', 'parental', 'consent', 'and', 'Protasiewicz', 'supports', 'it', '.']",pantsfire
"['The', 'Nashville', 'Tennessee', 'school', 'shooter', 'was', 'Samantha', 'Hyde', '.']",pantsfire
"['Manhattan', 'District', 'Attorney', 'Alvin', 'Bragg', 'announced', 'that', 'his', 'office', 'has', 'decided', 'to', 'drop', 'all', 'charges', 'against', 'Donald', 'Trump', '.']",pantsfire
"['Photo', 'shows', 'Pennsylvania', 'Sen.', 'John', 'Fetterman', 'has', 'a', 'body', 'double', '.']",pantsfire
"['Video', 'shows', 'Elon', 'Musk', 'saying', 'he', 'bought', 'Twitter', 'and', 'unblocked', 'Andrew', 'Tates', 'Twitter', 'account', 'because', 'we', 'need', 'to', 'escape', 'the', 'suppression', 'from', 'the', 'matrix', 'and', 'expose', 'the', 'global', 'elites', '.']",pantsfire
"['Former', 'President', 'Donald', 'Trump', 'is', 'the', 'current', 'sitting', 'commander', 'in', 'chief', '.']",pantsfire
"['Joe', 'Biden', 'was', 'the', 'first', 'president', 'in', '100', 'years', 'to', 'unsuccessfully', 'sing', 'the', 'alphabet', 'song', '.']",pantsfire
"['Angelina', 'Jolie', 'is', 'dead', '.']",pantsfire
"['Says', 'President', 'Joe', 'Biden', 'was', 'recorded', 'talking', 'about', 'bank', 'collapse', '.']",pantsfire
"['BREAKING', 'ANTHONY', 'FAUCI', 'is', 'set', 'to', 'be', 'arrested']",pantsfire
"['Monster', 'Energys', 'logo', 'uses', 'a', 'sign', 'of', 'the', 'antiChrist', 'as', 'part', 'of', 'its', 'marketing', 'effort', '.']",pantsfire
"['Video', 'shows', 'U.S.', 'Secret', 'Service', 'agents', 'are', 'demons', '.']",pantsfire
"['Emergency', 'injunction', 'and', 'tribunal', 'order', 'was', 'served', 'to', 'WHO', ' ', 'to', 'immediately', 'cease', 'and', 'desist', 'a', 'criminal', 'conspiracy', 'to', 'commit', 'war', 'crimes', '.']",pantsfire
"['Harry', 'could', 'be', 'exiled', 'to', 'Botswana', 'after', 'he', 'was', 'deported', 'from', 'the', 'United', 'States', 'due', 'to', 'an', 'expired', 'visa', '.']",pantsfire
"['The', '2017', 'Unite', 'the', 'Right', 'rally', 'in', 'Charlottesville', 'Virginia', 'was', 'an', 'American', 'intel', 'op', 'against', 'Trump', '.']",pantsfire
"['The', 'White', 'House', 'Visitor', 'Center', 'is', 'displaying', 'a', 'photo', 'of', 'a', 'fake', 'President', 'Joe', 'Biden', '.']",pantsfire
"['President', 'Joe', 'Biden', 'is', 'in', 'Gitmo', '.']",pantsfire
"['Elon', 'Musk', 'banned', 'U.S.', 'Rep.', 'Alexandria', 'OcasioCortez', 'from', 'Twitter', '.']",pantsfire
"['Vladimir', 'Putin', 'orders', 'destruction', 'of', 'all', 'COVID19', 'vaccines', 'in', 'Russia', '.']",pantsfire
"['Crowd', 'erupts', 'as', 'Chip', 'Roy', 'grills', 'Kamala', 'Harris', 'as', 'she', 'lies', 'in', 'Congress', 'in', 'video', '.']",pantsfire
"['Bill', 'Gates', 'arrest', 'warrant', 'issued', 'in', 'Philippines', 'for', 'premeditated', 'murder', 'linked', 'to', 'vaccine', 'roll', 'out', '.']",pantsfire
"['Capitol', 'Police', 'officers', 'helped', 'QAnon', 'Shaman', 'Jacob', 'Chansley', 'and', 'acted', 'as', 'his', 'tour', 'guides', '.']",pantsfire
"['The', 'United', 'Kingdoms', 'Parliament', 'closed', 'its', 'borders', 'to', 'prevent', 'Harry', 'and', 'Meg', 'from', 'flying', 'to', 'the', 'UK', 'in', 'order', 'to', 'protect', 'the', 'king', '.']",pantsfire
"['The', 'moon', 'is', 'a', 'habitable', 'place', '.']",pantsfire
"['Official', 'govt', 'docs', 'expose', 'Michelle', 'Obamas', '14', 'year', 'history', 'as', 'a', 'man', '.']",pantsfire
"['Photos', 'of', 'an', 'apartment', 'building', 'in', 'Kyiv', 'are', 'evidence', 'the', 'war', 'in', 'Ukraine', 'is', 'fake', '.']",pantsfire
"['President', 'Joe', 'Biden', 'was', 'shot', 'in', 'a', 'behindthescenes', 'execution', '.']",pantsfire
"['Putin', 'decimates', 'another', 'adrenochrome', 'warehouse', 'in', 'Ukraine', '.']",pantsfire
"['Winston', 'Churchill', 'did', 'nt', 'mention', 'the', 'Holocaust', 'in', 'his', 'memoirs', 'because', 'it', 'did', 'nt', 'happen', '.']",pantsfire
"['I', 'never', 'claimed', 'to', 'be', 'Jewish', '.']",pantsfire
"['No', 'administration', 'has', 'ever', 'looked', 'less', 'like', 'America', 'just', 'by', 'the', 'numbers', 'than', 'the', 'Biden', 'administration', '.']",pantsfire
"['President', 'Joe', 'Biden', 'said', 'this', 's', 'will', 'turn', 'your', 'pacemaker', 'off', '.']",pantsfire
"['Russian', 'President', 'Vladimir', 'Putin', 'intercepts', 'adrenochrome', 'shipment', 'headed', 'to', 'United', 'States', '.']",pantsfire
"['The', 'Kansas', 'City', 'Chiefs', 'Super', 'Bowl', 'win', 'has', 'been', 'put', 'on', 'hold', 'as', 'NFL', 'plans', 'to', 'launch', 'an', 'investigation', 'on', 'possible', 'performanceenhancing', 'drug', 'use', 'by', 'Patrick', 'Mahomes', 'during', 'halftime', '.']",pantsfire
"['Joe', 'Biden', 'put', 'his', 'pants', 'on', 'backwards']",pantsfire
"['Photos', 'show', 'someone', 'in', 'a', 'President', 'Joe', 'Biden', 'mask', 'at', 'the', 'State', 'of', 'the', 'Union', '.']",pantsfire
"['Earthquake', 'in', 'Turkey', 'and', 'Syria', 'is', 'a', 'systemic', 'attack', 'against', 'Kurdish', 'people', '.']",pantsfire
"['Image', 'shows', 'a', 'Super', 'Bowl', 'script', 'was', 'leaked', '.']",pantsfire
"['Satellites', 'are', 'on', 'balloons', 'and', 'not', 'in', 'space', '.']",pantsfire
"['In', 'Ukraine', '2458', 'NATO', 'soldiers', 'and', '234', 'NATO', 'military', 'trainers', 'have', 'died', 'some', 'of', 'whom', 'are', 'from', 'the', 'U.S.']",pantsfire
"['Joe', 'Biden', 'said', 'to', 'transgender', 'women', 'you', 'will', 'never', 'be', 'a', 'real', 'woman', '.']",pantsfire
"['Black', 'Americans', 'are', 'not', 'descended', 'from', 'people', 'who', 'were', 'taken', 'from', 'Africa', 'to', 'be', 'enslaved', '.']",pantsfire
"['NASA', 'stopped', 'exploring', 'the', 'ocean', '.']",pantsfire
"['The', 'United', 'States', 'of', 'America', 'no', 'longer', 'exists', 'because', 'President', 'Joe', 'Biden', 'signed', 'away', 'our', 'sovereignty', 'as', 'a', 'nation', '.']",pantsfire
"['A', 'photo', 'shows', 'Barack', 'Obama', 'dressed', 'up', 'as', 'Baphomet', 'Lucifer', '.']",pantsfire
"['Hospital', 'photo', 'of', 'Damar', 'Hamlin', 'proves', 'he', 's', 'a', 'corpse', '.']",pantsfire
"['The', 'sinking', 'of', 'the', 'Titanic', 'was', 'orchestrated', 'by', 'the', 'Rothschilds', 'and', 'J.P.', 'Morgan', 'to', 'kill', 'prominent', 'businessmen', 'who', 'opposed', 'the', 'creation', 'of', 'the', 'Federal', 'Reserve', '.']",pantsfire
"['Sen.', 'Josh', 'Hawley', 'told', 'professor', 'I', 'will', 'not', 'use', 'your', 'pronouns', '.']",pantsfire
"['Putin', 'destroys', 'adrenochrome', 'lab', 'in', 'Ukraine', '.']",pantsfire
"['Actor', 'Isaac', 'Kappy', 'was', 'murdered', 'for', 'exposing', 'Hollywood', 'pedophiles', '.']",pantsfire
"['Damar', 'Hamlin', 'was', 'nt', 'at', 'the', 'Buffalo', 'Bills', 'playoff', 'game', '.']",pantsfire
"['New', 'York', 'is', 'bombed', '.', 'At', 'this', 'moment', 'there', 'are', 'many', 'injured', '.']",pantsfire
"['Bill', 'Gates', 'tweeted', 'that', 'vaccines', 'in', 'our', 'food', 'supply', 'solves', 'the', 'problem', 'of', 'vaccine', 'hesitancy', '.']",pantsfire
"['Video', 'shows', 'hidden', 'theater', 'where', 'elites', 'sacrifice', 'kids', '.']",pantsfire
"['Joan', 'Rivers', 'was', 'killed', 'for', 'revealing', 'that', 'Barack', 'Obama', 'is', 'gay', 'and', 'Michelle', 'Obama', 'is', 'transgender', '.']",pantsfire
"['Magic', 'Johnson', 'tested', 'positive', 'for', 'HIV', 'because', 'Faucis', 'gain', 'of', 'function', 'study', 'used', 'a', 'contaminated', 'Hepatitis', 'B', 'vaccine', '.']",pantsfire
"['Video', 'shows', 'John', 'F.', 'Kennedy', 'Jr.', 'at', 'Donald', 'Trumps', 'presidential', 'inauguration', '.']",pantsfire
"['Video', 'shows', 'Hillary', 'Clinton', 'being', 'arrested', '.']",pantsfire
"['Lulas', 'staff', 'infiltrated', 'and', 'caused', 'damage', 'while', 'the', 'Brazilian', 'Patriots', 'cleaned', 'up', '.']",pantsfire
"['Tom', 'Hanks', 'shouting', 'sexy', 'baby', 'is', 'connected', 'to', 'Jeffery', 'Epstein', 'and', 'pedophilia', '.']",pantsfire
"['The', 'Simpsons', 'predicted', 'Pizzagate', '.']",pantsfire
"['A', 'video', 'shows', 'lawmakers', 'in', 'compromising', 'positions', 'with', 'children', '.']",pantsfire
"['A', 'video', 'shows', 'Rep.', 'Jim', 'Jordan', 'threatening', 'House', 'Speaker', 'Nancy', 'Pelosi', 'with', 'possible', 'jail', 'time', '.']",pantsfire
"['Says', 'U.S.', 'Rep.', 'Katie', 'Porter', 'DCalif', '.', 'says', 'pedophilia', 'is', 'nt', 'a', 'crime', ' ', 'its', 'an', 'identity', '.']",pantsfire
"['Video', 'shows', 'Attorney', 'General', 'Merrick', 'Garland', 'saying', 'Wait', 'for', 'revenge', '.']",pantsfire
"['Early', 'vote', 'counts', 'after', 'the', 'polls', 'closed', 'in', 'Georgias', 'U.S.', 'Senate', 'runoff', 'are', 'evidence', 'of', 'election', 'fraud', '.']",pantsfire
"['JAG', 'charges', 'Nancy', 'Pelosi', 'with', 'treason', 'and', 'seditious', 'conspiracy', '.']",pantsfire
"['Rod', 'Stewarts', 'son', 'was', 'rushed', 'to', 'the', 'hospital', ' ', 'with', 'a', 'suspected', 'heart', 'attack', 'because', 'of', 'a', 'COVID19', 'vaccine', '.']",pantsfire
"['Drone', 'footage', 'confirms', 'Jeffrey', 'Epstein', 'is', 'alive', '.']",pantsfire
"['Paul', 'Pelosi', 'has', 'nt', 'been', 'seen', 'in', 'public', 'for', 'months', 'because', 'he', 'had', 'mpox', '.']",pantsfire
"['News', 'clip', 'showing', 'Herschel', 'Walker', 'with', 'early', 'lead', 'in', 'Georgia', 'U.S.', 'Senate', 'runoff', 'is', 'evidence', 'of', 'fraud', '.']",pantsfire
"['Child', 'trafficking', 'camp', 'discovered', 'in', 'Arizona', '.']",pantsfire
"['Kirstie', 'Alley', 'faked', 'her', 'death', '.']",pantsfire
"['President', 'Joe', 'Bidens', 'daughterinlaw', 'tweeted', 'The', 'press', 'is', 'also', 'covering', 'up', 'serious', 'health', 'issues', 'that', 'my', 'father', 'in', 'law', 'is', 'facing', '.', 'The', 'plan', 'is', 'for', 'Kamala', 'to', 'get', 'a', 'one', 'track', 'ride', 'to', 'the', 'nomination', 'in', '2024', '.']",pantsfire
"['Climate', 'activists', 'vow', 'to', 'slaughter', 'millions', 'of', 'dogs', 'to', 'reduce', 'carbon', 'pawprint', '.']",pantsfire
"['The', 'revelation', 'of', 'massive', ' ', 'widespread', 'fraud', ' ', 'deception', 'in', 'the', '2020', 'election', 'allows', 'for', 'the', 'termination', 'of', 'all', 'rules', 'regulations', 'and', 'articles', 'even', 'those', 'found', 'in', 'the', 'Constitution', '.']",pantsfire
"['Photo', 'shows', 'Rep.', 'Adam', 'Schiff', 'and', 'a', 'little', 'boy', 'he', 'killed', '.']",pantsfire
"['Henry', 'Kissingers', 'deathbed', 'confession', 'shows', 'Adolf', 'Hitler', 'was', 'buried', 'in', 'Spain', 'and', 'lived', 'to', 'age', '68', '.']",pantsfire
"['Hitler', 'did', 'nt', 'kill', '6', 'million', 'Jews', 'and', 'the', 'Holocaust', 'is', 'not', 'what', 'happened', '.']",pantsfire
"['Rod', 'Rosenstein', 'and', 'John', 'Podesta', 'are', 'the', 'sons', 'of', 'Nazi', 'leaders', '.']",pantsfire
"['Video', 'confirms', 'Pfizers', 'CEO', 'is', 'reptilian', '.']",pantsfire
"['No', 'NASA', 'Challenger', 'rocket', 'blew', 'up', 'with', 'people', 'on', 'it', '.']",pantsfire
"['The', 'Club', 'Q', 'shooting', 'was', 'a', 'false', 'flag', '.']",pantsfire
"['Trump', 'tweeted', 'about', 'his', 'return', 'to', 'Twitter', 'on', 'Nov.', '19', '.']",pantsfire
"['The', 'Arizona', 'gubernatorial', 'race', 'was', 'a', 'fraudulent', 'election', '.']",pantsfire
"['Bill', 'Gates', 'tells', 'G20', 'world', 'leaders', 'that', 'death', 'panels', 'will', 'soon', 'be', 'required', '.']",pantsfire
"['A', 'fake', 'Nancy', 'Pelosi', 'said', 'she', 'wo', 'nt', 'seek', 'the', 'speaker', 'position', 'again', 'because', 'the', 'real', 'Pelosi', 'was', 'arrested', 'in', '2021', '.']",pantsfire
"['The', 'number', 'of', 'followers', 'Katie', 'Hobbs', 'and', 'Kari', 'Lake', 'have', 'on', 'Instagram', 'suggests', 'election', 'fraud', '.']",pantsfire
"['They', 'say', 'the', 'ocean', 'will', 'rise', 'oneeighth', 'of', 'an', 'inch', 'over', 'the', 'next', '200', 'to', '300', 'years', '.']",pantsfire
"['Bags', 'arriving', 'at', 'the', 'Maricopa', 'County', 'vote', 'counting', 'site', 'are', 'evidence', 'of', 'Democrats', 'with', 'the', 'help', 'of', 'the', 'media', 'and', 'GOP', 'establishment', 'stealing', 'another', 'election', '.']",pantsfire
"['European', 'royals', 'killing', 'naked', 'children', 'for', 'fun', 'at', 'hunting', 'parties', '.']",pantsfire
"['Photo', 'shows', 'Jeff', 'Bezoss', 'clone', '.']",pantsfire
"['Florida', 'man', 'arrested', 'for', 'using', 'a', 'lost', 'U.S.', 'nuke', 'to', 'power', 'his', 'home', 'for', 'more', 'than', '27', 'years', '.']",pantsfire
"['Dr.', 'Anthony', 'Fauci', 'Ron', 'DeSantis', 'and', 'others', 'are', 'ALL', 'in', 'a', 'diamond', 'mining', 'business', 'in', 'Oklahoma', 'together']",pantsfire
"['Split', 'election', 'results', 'show', 'the', 'Arizona', 'governors', 'race', 'was', 'rigged', '.']",pantsfire
"['Amazons', 'Alexa', 'confirms', 'Michelle', 'Obama', 'was', 'born', 'Michael', 'LaVaughn', 'Robinson', '.']",pantsfire
"['No', 'the', 'Pennsylvania', 'Senate', 'race', 'was', 'nt', 'rigged']",pantsfire
"['In', 'the', '2018', 'Florida', 'governors', 'race', 'votes', 'were', 'being', 'stolen', 'by', 'the', 'corrupt', 'election', 'process', 'in', 'Broward', '.', ' ', 'I', 'sent', 'in', 'the', 'FBI', 'and', 'the', 'U.S.', 'Attorneys', 'and', 'the', 'ballot', 'theft', 'immediately', 'ended', '.', ' ', 'I', 'stopped', 'his', 'Election', 'from', 'being', 'stolen', '.']",pantsfire
"['Election', 'results', 'in', 'Clark', 'County', 'Nevada', 'and', 'Arizona', 'are', 'not', 'yet', 'known', 'because', 'those', 'places', 'want', 'more', 'time', 'to', 'cheat', '.']",pantsfire
"['Democrats', 'used', '47', 'million', 'mailin', 'ballots', 'to', 'steal', 'every', 'election', 'in', 'the', 'country', '.']",pantsfire
"['Video', 'shows', 'a', 'Philadelphia', 'poll', 'worker', 'committing', 'election', 'fraud', '.']",pantsfire
"['Photos', 'shows', '2022', 'midterm', 'ballots', 'in', 'trash', '.']",pantsfire
"['The', 'number', 'of', 'followers', 'John', 'Fetterman', 'and', 'Mehmet', 'Oz', 'have', 'on', 'Instagram', 'proves', 'the', 'Pennsylvania', 'Senate', 'race', 'was', 'illegitimate', '.']",pantsfire
"['Graph', 'shows', 'Gretchen', 'Whitmer', 'stole', 'the', 'Michigan', 'gubernatorial', 'election', '.']",pantsfire
"['Map', 'proves', 'the', 'Pennsylvania', 'Senate', 'election', 'was', 'rigged', '.']",pantsfire
"['The', 'Michigan', 'attorney', 'generals', 'race', 'was', 'stolen', 'in', 'the', 'middle', 'of', 'the', 'night', 'from', 'Matt', 'DePerno', '.']",pantsfire
"['Minnesota', 'was', 'stolen', 'from', 'Scott', 'Jensen', '.']",pantsfire
"['USA', 'Today', 'reported', 'that', '5', 'children', 'have', 'gone', 'missing', 'inside', 'a', 'Chuck', 'E.', 'Cheese', '.']",pantsfire
"['Maricopa', 'County', 'intentionally', 'reduced', 'the', 'polling', 'places', '.']",pantsfire
"['Pennsylvania', 'judge', 'allows', 'ballots', 'to', 'count', 'that', 'are', 'received', 'up', 'until', 'November', '14th', '.']",pantsfire
