Tokenized Statement,Label
"['In', '2010', 'Wisconsin', 'Republicans', 'inherited', 'a', 'multiBillion', 'dollar', 'deficit', ' ', 'Today', 'we', 'are', 'looking', 'at', 'a', 'projected', 'surplus', 'approaching', '7', 'Billion', '.']",mostlytrue
"['The', 'USA', 'has', 'a', 'gun', 'homicide', 'rate', '26', 'times', 'higher', 'than', 'our', 'peers', '.']",mostlytrue
"['Virginia', 'tax', 'receipts', 'in', 'just', 'the', 'last', 'four', 'years', 'alone', 'have', 'grown', '50', '.']",mostlytrue
"['Fiftyone', 'percent', 'of', 'our', 'taxes', 'are', 'paid', 'by', '2', 'of', 'New', 'Yorkers', '.']",mostlytrue
"['Every', 'prolife', 'Governor', 'up', 'for', 'election', 'in', 'November', 'won', ' ', 'by', 'a', 'large', 'margin', '.']",mostlytrue
"['A', 'default', 'on', 'our', 'debt', 'would', 'be', 'unprecedented', 'in', 'American', 'history', '.']",mostlytrue
"['Since', 'a', 'new', 'immigration', 'program', 'was', 'implemented', 'the', 'number', 'of', 'Venezuelans', 'trying', 'to', 'enter', 'the', 'U.S.', 'illegally', 'decreased', 'from', 'about', '1100', 'per', 'day', 'to', 'less', 'than', '250', 'per', 'day', 'on', 'average', '.']",mostlytrue
"['Literally', 'five', 'homeless', 'people', 'a', 'day', 'die', 'on', 'our', 'streets', 'in', 'the', 'city', 'of', 'Los', 'Angeles', '.']",mostlytrue
"['Florida', 'Senate', 'Bill', '2A', 'does', 'not', 'provide', 'immediate', 'relief', 'to', 'homeowners', 'dealing', 'with', 'high', 'property', 'insurance', 'rates', 'and', 'will', 'force', 'some', ' ', 'constituents', 'to', 'pay', 'up', 'to', '20', 'more', '.']",mostlytrue
"['The', 'U.S.', 'trade', 'deficit', 'with', 'China', 'has', 'gone', 'from', 'about', '$', '80', 'billion', 'a', 'year', 'in', 'the', '1990s', 'to', '$', '400', 'billion', 'a', 'year', '.']",mostlytrue
"['Sen.', 'Kyrsten', 'Sinema', 'voted', 'with', 'the', 'president', '93', 'of', 'the', 'time', '.']",mostlytrue
"['For', 'the', 'last', 'several', 'months', 'wages', 'have', 'gone', 'up', 'more', 'than', 'prices', 'have', 'gone', 'up', '.']",mostlytrue
"['In', 'the', 'first', 'three', 'quarters', 'of', '2022', 'the', 'railroad', 'industry', 'made', '$', '21', 'billion', 'in', 'profits', 'provided', '$', '25', 'billion', 'in', 'stock', 'buybacks', 'and', 'dividends', 'and', 'CEOs', 'are', 'paid', 'up', 'to', '$', '20', 'million', 'a', 'year', 'while', 'railroad', 'workers', 'have', 'zero', 'guaranteed', 'sick', 'leave', '.']",mostlytrue
"['When', 'you', 'compare', 'us', 'to', 'the', 'European', 'Union', 'were', 'something', 'like', '23', 'times', 'more', 'likely', 'to', 'have', 'homicides', 'and', 'handgun', 'killings', '.']",mostlytrue
"['An', 'overwhelming', 'majority', 'of', 'Wisconsinites', 'support', 'restoring', 'Roe', 'and', 'legalizing', 'marijuana', '.']",mostlytrue
"['Herschel', 'Walker', 'wants', 'a', 'nationwide', 'ban', 'on', 'abortion', 'and', 'said', 'no', 'exceptions', 'not', 'even', 'for', 'rape', 'or', 'incest', 'or', 'life', 'of', 'the', 'mother', '.']",mostlytrue
"['If', 'Arizona', 'were', 'a', 'country', 'it', 'd', 'be', 'the', 'eighth', 'largest', 'incarcerator', 'in', 'the', 'world', '.']",mostlytrue
"['Sen.', 'Marco', 'Rubio', 'helped', 'write', 'the', 'law', 'to', 'raise', 'prescription', 'prices', '.']",mostlytrue
"['The', 'state', 'is', 'absorbing', 'the', 'cost', 'of', 'overtime', 'pay', 'for', 'farmworkers', 'and', 'farm', 'owners', 'do', 'not', 'have', 'to', 'pay', 'any', 'more', '.']",mostlytrue
"['Katie', 'Hobbs', 'has', 'voted', 'to', 'double', 'our', 'gas', 'tax', '.']",mostlytrue
"['Says', 'Ron', 'Johnson', 'is', 'making', 'excuses', 'for', 'rioters', 'who', 'tried', 'to', 'overthrow', 'our', 'government', 'even', 'calling', 'them', 'peaceful', 'protests', '.']",mostlytrue
"['One', 'in', 'six', 'local', 'election', 'officials', 'have', 'received', 'threats', 'of', 'violence', 'and', 'threats', 'against', 'judges', 'have', 'doubled', 'over', 'four', 'years', 'and', 'threats', 'against', 'members', 'of', 'Congress', 'have', 'increased', 'by', '10', 'times', 'over', 'five', 'years', '.']",mostlytrue
"['Kari', 'Lake', 'and', 'Mark', 'Finchem', 'have', 'said', 'that', 'they', 'will', 'only', 'honor', 'the', 'results', 'of', 'an', 'election', 'if', 'they', 'agree', 'with', 'it', '.']",mostlytrue
"['Don', 'Bolduc', 'wants', 'to', 'cut', 'trillions', 'from', 'Medicare', 'and', 'end', 'Social', 'Security', '.']",mostlytrue
"['Carol', 'Miller', 'is', 'a', 'multimillionaire', 'worth', 'over', '$', '16', 'million', '.']",mostlytrue
"['If', 'a', '12yearold', 'girl', 'became', 'pregnant', 'because', 'of', 'rape', 'or', 'incest', 'Tim', 'Michels', 'would', 'force', 'her', 'to', 'deliver', 'the', 'baby', '.']",mostlytrue
"['When', 'I', 'was', 'your', 'governor', 'we', 'reduced', 'insurance', 'rates', 'by', '10', '.']",mostlytrue
"['WV', 'families', 'making', 'less', 'than', '$', '400', 'K', ' ', 'small', 'businesses', 'will', 'NOT', 'be', 'targeted', 'by', 'the', 'IRS', '.']",mostlytrue
"['Black', 'women', 'are', '3', 'to', '4', 'times', 'more', 'likely', 'to', 'die', 'from', 'maternal', 'mortality', 'even', 'when', 'they', 'have', 'the', 'insurance', 'and', 'the', 'income', '.']",mostlytrue
"['Kari', 'Lake', 'has', 'gone', 'on', 'the', 'record', 'saying', 'she', 'supports', 'Arizonas', 'complete', 'abortion', 'ban', '.', 'She', 's', 'called', 'it', 'a', 'great', 'law', '.']",mostlytrue
"['I', 'voted', 'with', 'Trump', 'on', 'trade', '.']",mostlytrue
"['More', 'fentanyl', 'has', 'crossed', 'the', 'border', 'in', 'the', 'last', 'two', 'months', 'under', 'Biden', 'than', 'in', '2019', 'under', 'Trump', '.']",mostlytrue
"['There', 'have', 'now', 'been', '16', 'straight', 'months', 'of', 'OVER', '150000', 'illegal', 'border', 'crossings', '.']",mostlytrue
"['Sen.', 'Marco', 'Rubio', 'and', 'U.S.', 'Rep.', 'Ron', 'DeSantis', 'voted', 'against', 'aid', 'for', 'Hurricane', 'Sandy', '.']",mostlytrue
"['Mark', 'Finchem', 'wants', 'to', 'strip', 'Arizonas', 'citizens', 'of', 'their', 'capacity', 'to', 'vote', 'by', 'mail', '.']",mostlytrue
"['I', 'was', 'named', 'Iowas', 'most', 'bipartisan', 'member', 'of', 'Congress', 'by', 'TheLugarCenter', '.']",mostlytrue
"['Says', 'Ron', 'Johnson', 'wants', 'to', 'put', 'Social', 'Security', 'and', 'Medicare', 'on', 'the', 'chopping', 'block', 'every', 'single', 'year', '.']",mostlytrue
"['Says', 'under', 'his', 'plan', 'to', 'end', 'cash', 'bail', 'the', 'Waukesha', 'perpetrator', 'would', 'nt', 'have', 'been', 'released']",mostlytrue
"['Every', 'time', 'a', 'Republican', 'has', 'been', 'elected', 'president', 'over', 'the', 'last', 'few', 'decades', 'House', 'Democrats', 'have', 'objected', 'to', 'the', 'result']",mostlytrue
"['Blake', 'Masters', 'does', 'not', 'support', 'abortion', 'exceptions', 'for', 'rape', 'and', 'incest', '.']",mostlytrue
"['I', 'do', 'nt', 'accept', 'a', 'dime', 'of', 'corporate', 'money', '.']",mostlytrue
"['As', 'a', 'mayor', 'John', 'Fetterman', 'chased', 'down', 'an', 'innocent', 'unarmed', 'Black', 'man', 'wielded', 'a', 'shotgun', 'and', 'falsely', 'accused', 'the', 'man', 'triggering', 'a', 'confrontation', 'with', 'police', '.']",mostlytrue
"['Blake', 'Masters', 'wants', 'to', 'pass', 'a', 'national', 'ban', 'on', 'abortion', '.']",mostlytrue
"['Last', 'year', 'the', 'IRS', 'audited', 'Americans', 'earning', 'less', 'than', '$', '25000', 'a', 'year', 'at', 'five', 'times', 'the', 'rate', 'of', 'other', 'groups', '.']",mostlytrue
"['With', 'three', 'months', 'remaining', 'in', 'the', 'Fiscal', 'Year', 'the', 'border', 'patrol', 'has', 'already', 'encountered', 'more', 'illegal', 'immigrants', 'along', 'the', 'Southwest', 'border', 'than', 'in', 'any', 'previous', 'fiscal', 'year', '.']",mostlytrue
"['Abigail', 'Spanberger', 'still', 'votes', 'with', 'and', 'shares', 'Joe', 'Bidens', 'positions', '100', 'of', 'the', 'time', '.']",mostlytrue
"['North', 'Carolina', 'is', 'among', 'some', 'of', 'the', 'top', 'states', 'in', 'the', 'country', 'for', 'the', 'number', 'of', 'ghost', 'guns', 'that', 'are', 'seized', 'as', 'crime', 'guns', '.']",mostlytrue
"['Under', 'Abbott', 'Texas', 'leads', 'the', 'nation', 'in', 'rape', 'offenses', 'while', 'the', 'rate', 'of', 'arrests', 'for', 'rape', 'has', 'fallen', 'by', 'nearly', 'half', '.']",mostlytrue
"['We', 'have', 'more', 'oil', 'and', 'gas', 'permits', 'than', 'ever', 'before', 'right', 'now', '.']",mostlytrue
"['Instead', 'of', 'fighting', 'opioid', 'addiction', 'a', 'nonprofit', 'founded', 'by', 'J.D.', 'Vance', 'paid', 'his', 'top', 'political', 'adviser', 'and', 'funded', 'political', 'polling', '.']",mostlytrue
"['My', 'company', 'was', 'building', 'the', 'Keystone', 'Pipeline', 'when', 'President', 'Joe', 'Biden', 'canceled', 'it', '.']",mostlytrue
"['Fiftyfour', 'percent', 'of', 'Wisconsinites', 'live', 'in', 'a', 'child', 'care', 'desert', '.']",mostlytrue
"['Lee', 'Zeldin', 'voted', 'for', 'abortion', 'bans', 'even', 'when', 'the', 'mothers', 'health', 'is', 'at', 'risk', '.']",mostlytrue
"['Sen.', 'Marco', 'Rubio', 'has', 'one', 'of', 'the', 'worst', 'attendance', 'records', 'in', 'the', 'Senate', '.']",mostlytrue
"['Ninetytwo', 'percent', 'of', 'abortions', 'in', 'Virginia', 'take', 'place', 'before', '15', 'weeks', '.']",mostlytrue
"['Cheri', 'Beasley', 'voted', 'to', 'reverse', 'the', 'conviction', 'of', 'an', 'armed', 'kidnapper', 'release', 'a', 'double', 'murderer', 'early', '.']",mostlytrue
"['A', 'Texas', 'GOP', 'lawmaker', 'recently', 'introduced', 'a', 'bill', 'that', 'would', 'allow', 'the', 'death', 'penalty', 'for', 'women', 'who', 'have', 'an', 'abortion', '.']",mostlytrue
"['The', 'Supreme', 'Court', 'decision', 'overturning', 'Roe', 'v.', 'Wade', 'made', 'the', 'United', 'States', 'an', 'outlier', 'among', 'developed', 'nations', 'in', 'the', 'world', 'on', 'abortion', 'rights', '.']",mostlytrue
"['Adam', 'Laxalt', 'wants', 'to', 'restrict', 'and', 'worked', 'to', 'limit', 'access', 'to', 'birth', 'control', '.']",mostlytrue
"['Bennie', 'Thompson', 'objected', 'to', 'the', '2004', 'Presidential', 'election', '.']",mostlytrue
"['There', 'are', 'fewer', 'Iowans', 'working', 'today', 'than', 'when', 'Gov.', 'Reynolds', 'took', 'office', '.']",mostlytrue
"['Public', 'schools', 'are', 'now', 'as', 'segregated', 'by', 'race', 'and', 'class', 'as', 'they', 'were', 'in', 'the', '1960s', '.']",mostlytrue
"['The', 'leading', 'cause', 'of', 'death', 'among', 'children', 'is', 'a', 'firearm', '.']",mostlytrue
"['More', 'people', 'die', 'from', 'hands', 'fists', 'feet', 'than', 'rifles', '.']",mostlytrue
"['Florida', 'Highway', 'Patrol', 'has', 'a', 'semitruck', ' ', 'The', 'FHP', 'uses', 'a', 'fleet', 'of', 'three', 'such', 'hidden', 'in', 'plain', 'sight', 'trucks', 'to', 'snitch', 'on', 'bad', 'drivers', '.']",mostlytrue
"['When', 'we', 'passed', 'the', 'assault', 'weapons', 'ban', 'mass', 'shootings', 'went', 'down', '.', 'When', 'the', 'law', 'expired', 'mass', 'shootings', 'tripled', '.']",mostlytrue
"['Texas', 'is', '50th', 'in', 'the', 'nation', 'in', 'mental', 'health', 'care', 'access', '.']",mostlytrue
"['90', 'of', 'Americans', 'regardless', 'of', 'political', 'party', 'want', 'universal', 'background', 'checks', '.']",mostlytrue
"['Most', 'of', 'these', 'killers', 'tend', 'to', 'be', '18', '19', 'years', 'old', '.']",mostlytrue
"['Under', 'Greg', 'Abbott', 'property', 'taxes', 'have', 'gone', 'up', '$', '20', 'billion', '.']",mostlytrue
"['Kathy', 'Barnette', 'wants', 'to', 'build', 'a', 'statue', 'of', 'Barack', 'Obama', 'right', 'next', 'to', 'the', 'one', 'of', 'Abraham', 'Lincoln', 'on', 'Capitol', 'Hill', '.']",mostlytrue
"['Joe', 'Biden', 'inherited', 'inflation', 'of', '1.7', '.', 'Now', 'were', 'well', 'over', '8', 'and', 'growing', '.']",mostlytrue
"['Justices', 'Gorsuch', 'Kavanaugh', 'and', 'Barrett', 'assured', 'the', 'Senate', 'Judiciary', 'Committee', 'and', 'the', 'American', 'people', 'that', 'Roe', 'v.', 'Wade', 'was', 'established', 'precedent', '.']",mostlytrue
"['There', 'has', 'never', 'been', 'a', 'leak', 'anything', 'like', 'this', 'draft', 'of', 'a', 'Supreme', 'Court', 'opinion', 'that', 'would', 'overturn', 'Roe', 'v.', 'Wade', '.', 'There', 's', 'never', 'been', 'a', 'leak', 'of', 'a', 'vote', ' ', 'much', 'less', 'an', 'actual', 'opinion', 'much', 'less', 'in', 'a', 'case', 'of', 'this', 'significance', '.']",mostlytrue
"['The', 'Red', 'Cross', 'sells', 'your', 'donated', 'blood', 'to', 'hospitals', 'for', '$', '150', 'and', 'then', 'that', 'hospital', 'charges', 'you', 'thousands', 'for', 'a', 'blood', 'transfusion', '.']",mostlytrue
"['In', '2021', '11201', 'pounds', 'of', 'fentanyl', 'were', 'seized', 'by', 'Customs', 'and', 'Border', 'Protection', 'which', 'is', 'enough', 'to', 'kill', 'every', 'American', 'nearly', 'seven', 'times', 'over', '.']",mostlytrue
"['Inflation', 'has', 'gone', 'up', 'every', 'month', 'of', 'the', 'Biden', 'presidency', 'and', 'just', 'hit', 'another', '40year', 'high', '.']",mostlytrue
"['While', 'the', 'initial', 'increase', 'in', 'oil', 'prices', 'resulted', 'in', 'a', 'near', 'instantaneous', 'increase', 'in', 'gas', 'prices', 'for', 'consumers', 'the', 'subsequent', 'decrease', 'in', 'crude', 'oil', 'prices', 'has', 'failed', 'to', 'meaningfully', 'provide', 'relief', 'for', 'Georgias', 'families', 'at', 'the', 'pump', '.']",mostlytrue
"['If', 'Wisconsin', 'Gov.', 'Tony', 'Evers', 'had', 'passed', 'his', 'gas', 'tax', 'increases', '...', 'fuel', 'prices', 'would', 'be', 'at', 'least', 'a', 'dime', 'higher', '.']",mostlytrue
"['Mehmet', 'Oz', 'called', 'for', 'a', 'New', 'Zealandstyle', 'gun', 'ban', 'and', 'said', 'Americans', 'should', 'have', 'less', 'access', 'to', 'guns', '.']",mostlytrue
"['As', 'compared', 'to', 'last', 'year', 'Texas', 'has', 'about', '15', 'more', 'power', 'generation', 'capacity', '.']",mostlytrue
"['Make', 'no', 'mistake', 'The', 'current', 'spike', 'in', 'gas', 'prices', 'is', 'largely', 'the', 'fault', 'of', 'Vladimir', 'Putin', '.']",mostlytrue
"['U.S.', 'imports', '1', 'of', 'its', 'oil', 'from', 'Russia', 'while', 'Exxon', 'Chevron', 'BP', 'and', 'Shell', 'profits', 'are', 'at', 'their', 'highest', 'level', 'in', 'over', '7', 'years', '.']",mostlytrue
"['The', 'oil', 'industry', 'has', '9000', 'permits', 'to', 'drill', 'now', '.', 'They', 'could', 'be', 'drilling', 'right', 'now', 'yesterday', 'last', 'week', 'last', 'year', '.']",mostlytrue
"['Here', 'in', 'Wisconsin', 'prescription', 'drug', 'costs', 'grew', 'at', 'a', 'pace', 'of', 'nearly', 'twice', 'as', 'much', 'as', 'the', 'average', 'Wisconsinites', 'income', 'from', '20152019', '.']",mostlytrue
"['During', 'the', 'first', '3', 'months', 'of', 'FY2022', 'Customs', 'Border', 'Protection', 'recorded', '518k', 'encounters', 'w', 'illegal', 'immigrants', 'at', 'S', 'border', 'That', 's', 'up', '137', 'from', 'same', 'point', 'in', 'FY2021', '.']",mostlytrue
"['According', 'to', 'Republican', 'Rep.', 'Jeff', 'Shipley', 'teachers', 'should', 'not', 'receive', 'a', 'pay', 'raise', 'if', 'they', 'teach', 'American', 'history', 'that', 'Republicans', 'do', 'nt', 'agree', 'with', '.']",mostlytrue
"['Millions', 'of', 'hardworking', 'Americans', 'will', 'no', 'longer', 'have', 'to', 'worry', 'about', 'unexpected', 'medical', 'bills', '.']",mostlytrue
"['Gov.', 'Tony', 'Evers', 'has', 'only', 'gotten', 'onethird', 'of', 'the', 'money', 'meant', 'for', 'COVID', 'relief', 'out', 'the', 'door', '.', 'He', 'is', 'sitting', 'on', '$', '930', 'million', 'in', 'ARPA', 'funds', 'left', 'unspent', '.', 'In', 'fact', 'he', 'still', 'has', 'CARES', 'Act', 'money', 'from', 'two', 'years', 'ago', '.']",mostlytrue
"['Teachers', 'can', 'only', 'deduct', 'up', 'to', '$', '250', 'for', 'school', 'supplies', 'on', 'their', 'taxes', 'but', 'billionaires', 'can', 'write', 'off', 'the', 'entire', 'cost', 'of', 'a', 'private', 'jet', '.']",mostlytrue
"['Inflation', 'has', 'been', 'caused', 'by', 'the', 'global', 'economies', 'shutting', 'down', 'all', 'at', 'once', 'reopening', 'all', 'at', 'once', '.', 'And', ' ', 'the', 'U.S.', 'economy', 'is', 'recovering', 'at', 'a', 'far', 'faster', 'pace', 'than', 'any', 'other', 'country', 'in', 'the', 'OECD', '.']",mostlytrue
"['Virginias', 'economic', 'growth', 'has', 'stalled', 'at', 'less', 'than', '1', 'per', 'year', 'for', 'eight', 'years', '.']",mostlytrue
"['A', 'larger', 'percentage', 'of', 'Illinoisans', 'have', 'been', 'vaccinated', 'than', 'in', 'any', 'other', 'Midwestern', 'state', '.']",mostlytrue
"['Governor', 'Kate', 'Brown', 'wants', 'to', 'make', 'Oregons', 'mask', 'mandate', 'PERMANENT', '.']",mostlytrue
"['Sixty', 'percent', 'of', 'Virginias', 'children', 'do', 'nt', 'meet', 'national', 'proficiency', 'standards']",mostlytrue
"['Clarence', 'Thomas', 'is', 'about', 'to', 'become', 'the', 'only', 'member', 'of', 'the', 'current', 'Supreme', 'Court', 'who', 'was', 'nominated', 'by', 'a', 'president', 'of', 'one', 'party', 'and', 'confirmed', 'by', 'a', 'Senate', 'controlled', 'by', 'the', 'other', 'party', '.']",mostlytrue
"['Right', 'now', 'in', 'the', 'average', 'Texas', 'fourth', 'grade', 'classroom', '7', 'out', 'of', '10', 'kids', 'can', 'not', 'read', 'at', 'grade', 'level', '.']",mostlytrue
"['Ashley', 'Hinson', 'voted', 'against', 'the', 'bipartisan', 'infrastructure', 'bill', 'that', 'made', 'this', 'money', 'for', 'Iowas', 'locks', 'and', 'dams', 'possible', '.', 'Once', 'again', 'she', 's', 'taking', 'credit', 'for', 'work', 'she', 'did', 'nt', 'do', '.']",mostlytrue
"['Omicron', 'is', 'the', 'fastestspreading', 'virus', 'known', 'to', 'humankind', '.']",mostlytrue
"['We', 've', 'brought', 'in', 'more', 'than', '$', '81', 'billion', 'in', 'economic', 'investment', 'more', 'than', 'four', 'times', 'any', 'previous', 'administration', '.']",mostlytrue
"['Expanding', 'Medicaid', 'which', 'if', 'we', 'had', 'done', 'at', 'the', 'beginning', 'of', 'the', 'Abbott', 'administration', 'would', 'have', 'brought', 'in', '$', '100', 'billion', 'to', 'this', 'states', 'economy', '.']",mostlytrue
"['Voter', 'ID', 'is', 'supported', 'by', 'an', 'overwhelming', 'majority', 'of', 'NYers', 'from', 'all', 'across', 'the', 'state', 'walks', 'of', 'life', ' ', 'political', 'parties', '.']",mostlytrue
"['Overdoses', 'in', 'Virginia', 'are', 'up', '35', '.']",mostlytrue
"['Norway', 'spends', 'about', '$', '30000', 'per', 'child', 'on', 'early', 'childhood', 'care', 'Finland', 'spends', '$', '23000', 'Germany', '$', '18000', 'and', 'the', 'U.S.', '$', '500', '.']",mostlytrue
"['Over', 'time', 'there', 'have', 'been', '160some', 'carveouts', 'to', 'the', 'filibuster', '.']",mostlytrue
"['Even', 'after', 'accounting', 'for', 'rising', 'prices', 'the', 'typical', 'American', 'family', 'has', 'more', 'money', 'in', 'their', 'pockets', 'than', 'they', 'did', 'last', 'year', '.']",mostlytrue
"['Within', 'two', 'years', 'there', 'were', 'two', '500year', 'storm', 'events', 'in', 'Wisconsin', '.']",mostlytrue
"['You', 've', 'had', 'over', '2', 'million', 'women', 'drop', 'out', 'of', 'the', 'workforce', 'during', 'this', 'pandemic', '.']",mostlytrue
"['Only', 'a', 'court', 'can', 'decide', 'that', 'somebody', 'is', 'incompetent', 'to', 'vote', ' ', 'the', 'state', 'Election', 'Commission', 'can', 'not', 'force', 'facilities', 'private', 'facilities', 'to', 'allow', 'special', 'voting', 'deputies', 'inside', '.']",mostlytrue
"['If', 'you', 're', 'a', 'lowwage', 'worker', 'and', 'you', 're', 'single', 'and', 'do', 'nt', 'have', 'children', 'were', 'literally', 'taxing', 'you', 'into', 'poverty', '.']",mostlytrue
"['The', '550', 'U.S.', 'billionaires', 'together', 'are', 'worth', '$', '2.5', 'trillion', '.', 'If', 'we', 'confiscated', '100', 'of', 'their', 'wealth', 'we', 'd', 'raise', 'enough', 'to', 'run', 'the', 'federal', 'government', 'for', 'less', 'than', 'eight', 'months', '.']",mostlytrue
"['Gas', 'in', 'North', 'Carolina', 'increased', '14', 'cents', 'per', 'gallon', 'this', 'past', 'week', 'the', 'highest', 'in', 'the', 'nation', '.']",mostlytrue
"['Says', 'Rebecca', 'Kleefisch', 'played', 'a', 'key', 'role', 'in', 'the', 'Foxconn', 'deal', 'the', 'largest', 'attempted', 'government', 'handout', 'to', 'a', 'foreign', 'company', 'in', 'American', 'history', '.']",mostlytrue
